,princeton_positions,o_net_titles,similarity_score
461,Ophthalmologist,Food Preparation Workers,0.0
462,Associate Product Manager,Demonstrators and Product Promoters,0.2886751345948129
463,Skadden Fellow,Food Preparation Workers,0.0
464,Portfolio Director,Food Preparation Workers,0.0
465,Singer,Food Preparation Workers,0.0
466,Corporate Strategy Consultant,Food Preparation Workers,0.0
467,Innovation Consultant,Food Preparation Workers,0.0
468,?Senior Managing Consultant,Food Preparation Workers,0.0
469,Freelance Researcher,Food Preparation Workers,0.0
470,Digitization Specialist,Food Preparation Workers,0.0
471,Provider Product Lead,Demonstrators and Product Promoters,0.2886751345948129
472,Data Engineering Team Manager,Data Scientists,0.35355339059327373
473,Case Evaluation and Administration Specialist,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.32539568672798425
474,Writer,Food Preparation Workers,0.0
475,News Apprentice,"News Analysts, Reporters, and Journalists",0.3162277660168379
476,Critical Care Anesthesia Fellow,Critical Care Nurses,0.5773502691896258
477,Research & Insights Associate,Clinical Research Coordinators,0.3333333333333334
478,Staff Process Engineer,Photographic Process Workers and Processing Machine Operators,0.2182178902359924
479,Outreach and Circulation Services Specialist,Medical and Health Services Managers,0.39999999999999997
480,Arts Associate,Food Preparation Workers,0.0
481,Faculty Assistant,Food Preparation Workers,0.0
482,Sales Associate Manager,Sales Managers,0.408248290463863
483,Senior Workday Consultant,Food Preparation Workers,0.0
484,Worker,Food Preparation Workers,0.0
485,Fifth Year Rabbinical Student,Food Preparation Workers,0.0
486,Portfolio Strategy Manager,Food Preparation Workers,0.0
487,Junior Engineer,Food Preparation Workers,0.0
488,Legislative Aide,Food Preparation Workers,0.0
489,Assistant Producer,Food Preparation Workers,0.0
490,PhD Candiate,Food Preparation Workers,0.0
491,Computational Mathematician,Food Preparation Workers,0.0
492,Freelance Consultant,Food Preparation Workers,0.0
493,Department Chair,Food Preparation Workers,0.0
494,Open Door Facilitator,Mechanical Door Repairers,0.3333333333333334
495,Assistant Production Manager,Hydroelectric Production Managers,0.3333333333333334
496,Senior Digital Product Director,Digital Forensics Analysts,0.2886751345948129
497,Senior Partner Success Strategist,Food Preparation Workers,0.0
498,Associate Rector,Food Preparation Workers,0.0
499,Assistant Professor of Medicine,Family Medicine Physicians,0.2886751345948129
500,Corporate Strategy Manager,Food Preparation Workers,0.0
501,Operations Coordinator,Airfield Operations Specialists,0.408248290463863
502,High School Social Studies Teacher,"Child, Family, and School Social Workers",0.36514837167011077
503,Marketing Science Lead,Marketing Managers,0.408248290463863
504,Carbon Data Analyst,Data Scientists,0.408248290463863
505,Senior Search Consultant,Search Marketing Strategists,0.3333333333333334
506,Creative Operations Manager,Airfield Operations Specialists,0.3333333333333334
507,Enterprise Account Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
508,Graduate Resident Associate,Food Preparation Workers,0.0
509,Music Curator,Music Therapists,0.4999999999999999
510,Strategic Reputation Advisor,Food Preparation Workers,0.0
511,Capital Markets Analyst,Food Preparation Workers,0.0
512,Budget Analyst,Budget Analysts,0.4999999999999999
513,Integrated Media Manager,Media Programming Directors,0.3333333333333334
514,Impact Executive,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
515,Veterans and Military Affairs Data Analyst,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",0.31622776601683794
516,Production Stage Manager,Hydroelectric Production Managers,0.3333333333333334
517,Curatorial Operations Associate,Airfield Operations Specialists,0.3333333333333334
518,Senior Solution Engineer,Food Preparation Workers,0.0
519,Corporate Strategy Principal,Food Preparation Workers,0.0
520,Assistant Federal Defender,Food Preparation Workers,0.0
521,English Second Language Teacher,"English Language and Literature Teachers, Postsecondary",0.4082482904638631
522,Information Security Analyst,Information Security Engineers,0.6666666666666669
523,Production Software Engineer,Software Developers,0.408248290463863
524,Technology and Strategy Consultant,Biofuels/Biodiesel Technology and Product Development Managers,0.3779644730092272
525,Junior Fullstack Software Engineer,Software Developers,0.35355339059327373
526,Judge Advocate,Food Preparation Workers,0.0
527,Staff Engineer,Food Preparation Workers,0.0
528,Legislative Advocate,Food Preparation Workers,0.0
529,Student Consultant,Food Preparation Workers,0.0
530,Painter,Food Preparation Workers,0.0
531,Product Engineering Lead,Automotive Engineering Technicians,0.3333333333333334
532,Freelance Illustrator,Food Preparation Workers,0.0
533,Sr Manager,Food Preparation Workers,0.0
534,Senior Staff Editor,Food Preparation Workers,0.0
535,Masters Candidate,Food Preparation Workers,0.0
536,Policy Associate,Climate Change Policy Analysts,0.35355339059327373
537,Legal Specialist II,Paralegals and Legal Assistants,0.2886751345948129
538,Senior Technical Product Manager,Technical Writers,0.35355339059327373
539,Diversity Program Manager,Food Preparation Workers,0.0
540,Associate,Food Preparation Workers,0.0
541,Advisor,Food Preparation Workers,0.0
542,Substation Design Engineer,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.1825741858350554
543,Senior Associate,Food Preparation Workers,0.0
544,Senior Intelligence Associate,Intelligence Analysts,0.408248290463863
545,Robertson Leadership Fellow,Food Preparation Workers,0.0
546,Data Operations Specialist,Data Scientists,0.408248290463863
547,Equity Capital Markets Associate,Food Preparation Workers,0.0
548,Senior Communications Assistant,"Communications Teachers, Postsecondary",0.3333333333333334
549,Juris Doctor Student,Food Preparation Workers,0.0
550,Counsel,Food Preparation Workers,0.0
551,Assistant Manager,Food Preparation Workers,0.0
552,Landscape Designer,Landscape Architects,0.4999999999999999
553,Partner Account Manager,Bill and Account Collectors,0.2886751345948129
554,Program Coordinator,Food Preparation Workers,0.0
555,Communications Program Manager,"Communications Teachers, Postsecondary",0.3333333333333334
556,HCPS Full Stack Developer,Food Preparation Workers,0.0
557,Senior Assistant Director,Food Preparation Workers,0.0
558,Superintendent,Food Preparation Workers,0.0
559,Lead Robotics Engineer,Robotics Technicians,0.408248290463863
560,Operations Lead,Airfield Operations Specialists,0.408248290463863
561,Resident Director,Food Preparation Workers,0.0
562,Associate Fashion Editor,Fashion Designers,0.408248290463863
563,Senior Global Brand Manager,Food Preparation Workers,0.0
564,Research & Operations Associate,Operations Research Analysts,0.6666666666666669
565,Business Reporter,Business Continuity Planners,0.408248290463863
566,Regional Manager,Urban and Regional Planners,0.35355339059327373
567,Data and Language Intelligence Analyst,"English Language and Literature Teachers, Postsecondary",0.36514837167011077
568,Senior Northeast District Manager,Food Preparation Workers,0.0
569,Student Representative,Food Preparation Workers,0.0
570,Talent Acquisition Specialist,Talent Directors,0.408248290463863
571,Unit Coordinator,"Service Unit Operators, Oil and Gas",0.2886751345948129
572,Bassoonist,Food Preparation Workers,0.0
573,Westin Research Fellow,Clinical Research Coordinators,0.3333333333333334
574,Chief Executive Officer(CEO),Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
575,Recruiting Lead,Food Preparation Workers,0.0
576,Planning Services Lead,Administrative Services Managers,0.3333333333333334
577,Policy Manager,Climate Change Policy Analysts,0.35355339059327373
578,Specialist,Food Preparation Workers,0.0
579,Powertrain Integration Engineer,Food Preparation Workers,0.0
580,Natural Catastrophe Specialist,Natural Sciences Managers,0.3333333333333334
581,Hand and Upper Extremity Surgeon,"Cutters and Trimmers, Hand",0.4472135954999579
582,Educator,Food Preparation Workers,0.0
583,Project mentor,Project Management Specialists,0.408248290463863
584,Named Post-Doctoral Fellow,Food Preparation Workers,0.0
585,Brand Marketing Manager,Marketing Managers,0.408248290463863
586,Operations Research Engineering Lead,Operations Research Analysts,0.5773502691896258
587,Director of Business Development,Appraisers of Personal and Business Property,0.4082482904638631
588,Rehearsal and Audition Pianist,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
589,Data Product Manager,Data Scientists,0.408248290463863
590,Bookseller,Food Preparation Workers,0.0
591,Sr. Director,Food Preparation Workers,0.0
592,Hand Surgery Fellow,"Sewers, Hand",0.408248290463863
593,Coordinating Producer,Food Preparation Workers,0.0
594,Partnerships,Food Preparation Workers,0.0
595,Client Success Manager,Food Preparation Workers,0.0
596,Bank Examiner,Food Preparation Workers,0.0
597,Communications Associate,"Communications Teachers, Postsecondary",0.408248290463863
598,Assistant Psychological Wellbeing Practitioner,Food Preparation Workers,0.0
599,Senior Software Systems Engineer,Software Developers,0.35355339059327373
600,Enablement Experience Manager,Food Preparation Workers,0.0
601,Environmental Scientist III,Environmental Engineers,0.408248290463863
602,Technical Delivery Manager,Technical Writers,0.408248290463863
603,Clinical Manager,Clinical Neuropsychologists,0.4999999999999999
604,Staff Data Scientist,Data Scientists,0.408248290463863
605,Guest Lecturer,Food Preparation Workers,0.0
606,Electrophysics Engineer Level 2,Food Preparation Workers,0.0
607,Postdoctoral Associate Lecturer,Food Preparation Workers,0.0
608,Market Data Analyst,Data Scientists,0.408248290463863
609,Exhibitor Services Representative,Administrative Services Managers,0.3333333333333334
610,Chief Physician,Physician Assistants,0.4999999999999999
611,Columnist,Food Preparation Workers,0.0
612,Innovation Program Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.19245008972987526
613,Deputy Digital Director,Digital Forensics Analysts,0.3333333333333334
614,Senior Content Marketing Manager,Marketing Managers,0.35355339059327373
615,Investor Relations Director,Public Relations Specialists,0.3333333333333334
616,Special Faculty,Special Forces,0.4999999999999999
617,Client Strategy Analyst,Food Preparation Workers,0.0
618,Minor League Baseball Player,Food Preparation Workers,0.0
619,Equity Research Analyst,Clinical Research Coordinators,0.3333333333333334
620,Legal Extern,Paralegals and Legal Assistants,0.35355339059327373
621,Trainee Psychological Wellbeing Practitioner,Food Preparation Workers,0.0
622,Research team manager,Team Assemblers,0.408248290463863
623,Customer Marketing Manager,Marketing Managers,0.408248290463863
624,Senior Digital Content Writer,Digital Forensics Analysts,0.2886751345948129
625,Software and Energy Systems Engineer,Solar Energy Systems Engineers,0.4472135954999579
626,Chief Executive Officer,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
627,Global Communications Associate Officer,"Communications Teachers, Postsecondary",0.2886751345948129
628,Strategy Insights and Planning Associate,"Production, Planning, and Expediting Clerks",0.39999999999999997
629,Junior Specialist,Food Preparation Workers,0.0
630,Editorial Board Member,Food Preparation Workers,0.0
631,Account Executive III,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
632,Civic Engagement Manager,Food Preparation Workers,0.0
633,Senior Engineer I,Food Preparation Workers,0.0
634,Farmer,Food Preparation Workers,0.0
635,Executive Engagement Senior Specialist,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
636,Assistant Attending Physician,Physician Assistants,0.408248290463863
637,Hematology/Oncology Fellow,Food Preparation Workers,0.0
638,Affiliate,Food Preparation Workers,0.0
639,Founder & Director,Food Preparation Workers,0.0
640,Fulbright-Fogarty Fellow,Food Preparation Workers,0.0
641,Proprietary Trader,Food Preparation Workers,0.0
642,Data Integration Specialist,Data Scientists,0.408248290463863
643,Cash App Finance and Strategy Lead,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.29704426289300234
644,Affiliated Faculty,Food Preparation Workers,0.0
645,Writer and editor,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.420084025208403
